1483,3483,1853,2502
1558,3438,1790,2687
1773,3338,1775,2855
2291,3184,1811,2989
2239,2981,1885,3107
2232,2738,1988,3218
2154,2470,2114,3326
1997,2194,2263,3412
2373,1997,2439,3446
2382,1892,2630,3420
2367,1847,2813,3331
2248,1861,2981,3181
2323,1920,3132,2979
2507,2012,3264,2730
2365,2129,3371,2453
2299,2270,3430,2172
2037,2441,3430,1985
1462,2626,3370,1880
1903,2792,3258,1855
1637,2924,3097,1877
1795,3025,2897,1947
2016,3122,2664,2046
1814,3224,2406,2171
1789,3333,2141,2318
2320,3409,1948,2489
1906,3415,1851,2675
1734,3351,1817,2857
1928,3219,1840,3023
2071,3034,1909,3170
1906,2802,2010,3302
1964,2532,2136,3417
1917,2253,2284,3511
2238,2030,2456,3559
1945,1906,2637,3538
1957,1848,2801,3450
2280,1827,2932,3297
2249,1888,3031,3094
1891,1969,3121,2846
1693,2074,3226,2567
2143,2200,3324,2273
2731,2353,3390,2013
2101,2521,3381,1923
2317,2702,3291,1868
2380,2878,3140,1862
2544,3040,2936,1908
2738,3185,2717,1992
2557,3313,2467,2100
2014,3425,2185,2232
1959,3503,1972,2388
2080,3522,1850,2565
2411,3473,1798,2740
2074,3367,1790,2891
1526,3209,1831,3010
2250,3006,1911,3101
2378,2766,2024,3186
1773,2499,2154,3283
1609,2217,2308,3382
1849,2016,2481,3434
1788,1911,2667,3414
2188,1868,2846,3327
1884,1883,3011,3178
2352,1948,3158,2978
2340,2049,3290,2735
2079,2171,3404,2460
1856,2321,3487,2179
2302,2493,3504,1988
2216,2670,3450,1892
2390,2829,3334,1855
2629,2953,3168,1872
2218,3044,2963,1936
2494,3119,2724,2034
1898,3198,2464,2156
1954,3295,2191,2301
2380,3391,1982,2468
2360,3426,1869,2648
2230,3379,1823,2826
1894,3259,1830,2997
1852,3079,1886,3147
2293,2849,1978,3281
1977,2586,2099,3399
1838,2303,2238,3502
1512,2060,2400,3573
2043,1916,2578,3580
2233,1847,2747,3514
1985,1828,2862,3380
1768,1859,2995,3192
1778,1929,3080,2961
1758,2032,3162,2695
1620,2150,3263,2407
1444,2289,3362,2138
1638,2450,3398,1969
1648,2626,3355,1883
2203,2803,3242,1850
2131,2981,3074,1873
2122,3123,2864,1937
2208,3259,2620,2034
2011,3379,2357,2154
2362,3481,2093,2299
2151,3556,1915,2467
1905,3548,1817,2642
2324,3493,1780,2804
2013,3365,1779,2945
2560,3176,1827,3053
2193,2962,1910,3138
1987,2739,2020,3219
2210,2439,2149,3315
2393,2164,2301,3407
1997,1981,2448,3451
2368,1888,2660,3419
2417,1848,2838,3321
2196,1859,3003,3160
1772,1924,3150,2955
1899,2016,3281,2697
1913,2134,3395,2420
2016,2275,3476,2146
1332,2441,3496,1964
1762,2618,3444,1869
1653,2786,3331,1830
1211,2924,3167,1844
1774,3025,2964,1914
1509,3111,2729,1995
2363,3193,2473,2117
2366,3287,2203,2252
2288,3385,1984,2413
1845,3437,1858,2591
1826,3414,1804,2761
2462,3314,1801,2949
1936,3153,1848,3099
2042,2941,1934,3240
1727,2691,2045,3361
2126,2415,2177,3469
2464,2141,2333,3555
1612,1956,2505,3594
1941,1857,2682,3562
1830,1813,2837,3461
1773,1818,2956,3299
1936,1870,3047,3082
2198,1955,3131,2823
2183,2060,3228,2538
2342,2185,3332,2246
2049,2331,3398,2028
2120,2496,3392,1902
1985,2675,3313,1840
1854,2848,3174,1820
1996,3011,2983,1849
2084,3158,2752,1920
2640,3282,2492,2019
2574,3402,2210,2139
2414,3488,1988,2279
2123,3526,1842,2439
1961,3503,1762,2616
2431,3419,1733,2786
2964,3284,1748,2935
1979,3101,1805,3055
2266,2876,1892,3158
1872,2620,2002,3260
2677,2345,2133,3362
2464,2088,2281,3439
1671,1928,2459,3461
1510,1845,2646,3418
1733,1815,2825,3315
2201,1839,2994,3149
2326,1904,3140,2936
1995,1997,3273,2680
2212,2114,3380,2400
2081,2255,3443,2129
2544,2421,3449,1952
2108,2607,3396,1858
2302,2777,3291,1823
1803,2913,3134,1842
2193,3016,2935,1906
1614,3108,2703,2000
2132,3206,2448,2116
1823,3309,2183,2252
1739,3407,1966,2410
2151,3444,1837,2588
1695,3416,1776,2768
2023,3315,1770,2943
2254,3146,1815,3099
1881,2926,1817,3237
2463,2665,2002,3359
2781,2382,2133,3474
2178,2112,2282,3541
2024,1935,2458,3569
2330,1832,2630,3533
2469,1790,2803,3432
2666,1800,2936,3263
2003,1849,3048,3040
1926,1932,3162,2771
2349,2038,3274,2478
2287,2164,3375,2195
2276,2314,3417,1993
2207,2473,3400,1876
2477,2676,3324,1819
2651,2868,3188,1809
2248,3020,2993,1851
1520,3168,2753,1932
1308,3297,2485,2041
1553,3409,2209,2172
2071,3494,1984,2325
2195,3538,1843,2502
1823,3516,1768,2683
1717,3436,1743,2848
2034,3290,1767,2983
2299,3087,1832,3094
2506,2840,1928,3200
1710,2568,2049,3305
2731,2285,2189,3407
2274,2047,2354,3475
2194,1903,2540,3489
2608,1830,2729,3438
2234,1805,2905,3316
2065,1832,3063,3123
1714,1903,3204,2872
1995,2006,3323,2588
2010,2132,3412,2294
1586,2284,3453,2056
1733,2463,3444,1912
1726,2651,3379,1836
2033,2816,3256,1819
1866,2946,3077,1855
1982,3055,2856,1930
1631,3160,2603,2034
1869,3264,2336,2161
2341,3369,2082,2312
2645,3448,1905,2487
2754,3466,1810,2674
1792,3410,1776,2857
2331,3275,1800,3022
1897,3075,1870,3168
1620,2828,1971,3301
712,2551,2096,3416
1602,2267,2242,3511
2239,2035,2414,3569
1893,1894,2599,3570
1937,1821,2771,3505
1780,1804,2911,3368
2166,1841,3027,3165
2362,1905,3143,2907
1907,2001,3261,2618
2649,2120,3360,2322
2506,2262,3415,2079
2130,2431,3415,1928
2274,2618,3353,1849
1943,2801,3233,1820
2388,2970,3053,1843
2392,3121,2821,1911
1838,3256,2557,2012
1942,3371,2280,2135
2261,3456,2036,2281
1518,3498,1879,2454
2041,3482,1795,2639
2018,3405,1763,2810
1885,3280,1771,2959
1850,3089,1826,3084
1272,2853,1918,3199
1159,2588,2035,3312
2133,2308,2173,3408
2134,2066,2339,3465
2291,1921,2528,3467
1726,1849,2719,3408
1816,1824,2894,3288
1973,1854,3054,3101
1829,1926,3194,2858
1711,2032,3313,2582
2076,2162,3393,2292
1840,2320,3423,2056
2378,2503,3395,1919
2131,2687,3322,1851
1753,2845,3192,1840
1585,2970,3013,1881
1423,3079,2792,1963
2466,3186,2541,2074
1992,3295,2275,2207
1573,3391,2035,2367
2105,3438,1887,2549
1539,3416,1816,2736
2400,3328,1801,2914
2325,3173,1838,3073
2393,2963,1916,3215
2278,2708,2027,3341
2734,2429,2162,3449
2369,2155,2316,3522
2397,1972,2497,3539
1971,1876,2677,3490
1722,1839,2831,3382
2324,1857,2952,3212
2232,1917,3057,2991
2127,2009,3167,2728
2017,2123,3281,2440
1650,2261,3364,2164
1549,2422,3382,1984
1729,2603,3333,1891
1654,2785,3226,1856
2149,2956,3064,1874
1716,3111,2856,1936
2227,3246,2611,2032
2740,3366,2344,2153
2770,3462,2085,2295
2490,3509,1912,2463
1698,3486,1824,2645
2608,3415,1790,2812
2296,3286,1805,2946
2308,3107,1866,3051
1698,2885,1962,3141
1730,2627,2082,3236
2257,2347,2223,3342
1858,2098,2390,3421
1541,1955,2577,3434
1674,1887,2764,3377
1704,1876,2937,3255
2053,1917,3092,3073
1978,1996,3231,2842
2102,2104,3353,2573
2138,2232,3447,2285
1950,2387,3485,2052
2575,2561,3451,1921
2266,2735,3355,1861
2104,2886,3207,1856
2774,2995,3018,1904
2538,3089,2792,1986
2336,3177,2541,2097
2046,3276,2271,2232
2180,3378,2034,2389
1905,3428,1895,2566
2670,3404,1833,2750
2519,3307,1829,2926
2540,3150,1877,3084
1944,2945,1961,3225
2613,2698,2073,3349
2922,2421,2210,3461
2836,2150,2368,3542
2239,1970,2544,3568
2080,1881,2713,3521
2261,1848,2858,3410
2450,1864,2972,3245
2248,1929,3056,3029
2258,2024,3140,2776
1572,2143,3239,2494
1916,2283,3344,2209
1381,2449,3392,2016
2183,2628,3361,1916
1888,2807,3258,1877
1609,2976,3097,1890
1985,3128,2891,1953
1651,3263,2650,2046
1853,3383,2384,2165
1700,3485,2118,2308
2005,3551,1934,2473
2304,3552,1832,2649
2286,3480,1791,2811
2249,3348,1800,2946
1907,3167,1855,3047
1896,2941,1945,3127
2195,2688,2059,3208
2167,2406,2200,3300
2415,2142,2359,3398
2145,1975,2537,3441
1693,1894,2722,3406
2654,1867,2895,3301
2109,1892,3056,3133
2039,1969,3199,2913
2224,2073,3326,2656
2469,2201,3437,2370
1878,2350,3513,2108
2040,2520,3520,1946
2185,2691,3455,1865
2556,2846,3327,1839
2143,2971,3150,1863
1746,3055,2934,1934
2363,3128,2688,2035
1933,3206,2421,2159
1428,3300,2152,2304
1767,3397,1959,2470
1632,3434,1853,2650
2176,3391,1811,2829
1709,3272,1821,2997
1647,3093,1877,3147
1869,2866,1970,3278
1668,2604,2087,3399
1859,2321,2227,3502
1700,2072,2384,3578
2185,1918,2558,3594
2504,1838,2727,3538
2404,1812,2873,3414
2290,1834,2988,3233
2243,1899,3074,3007
2046,1992,3161,2744
2595,2107,3259,2457
1928,2241,3361,2176
2597,2397,3409,1989
2060,2571,3380,1889
1534,2751,3281,1848
1784,2921,3123,1853
1427,3078,2921,1908
2088,3220,2685,1995
2320,3346,2423,2105
1922,3452,2153,2238
1984,3526,1949,2390
1842,3544,1829,2563
2486,3494,1775,2736
1951,3391,1766,2890
1762,3221,1807,3010
2047,3019,1886,3100
1775,2779,1989,3185
1570,2512,2116,3277
1525,2234,2261,3377
1542,2020,2431,3445
1463,1902,2614,3444
1439,1848,2796,3371
1774,1850,2965,3231
1663,1902,3118,3037
1913,1987,3253,2796
1761,2098,3373,2522
2338,2230,3467,2235
2111,2381,3507,2037
2367,2555,3472,1893
2126,2729,3387,1825
2277,2881,3242,1814
2549,3001,3052,1850
2215,3100,2827,1922
2272,3191,2573,2031
2324,3286,2305,2148
2407,3387,2053,2286
2214,3455,1889,2451
1626,3455,1804,2633
1503,3380,1777,2817
2248,3239,1805,2986
2756,3043,1874,3147
2135,2805,1971,3272
2050,2535,2090,3390
1473,2252,2230,3496
1850,2023,2390,3556
1790,1886,2570,3561
1753,1815,2743,3502
2328,1794,2889,3378
2171,1823,3001,3198
2395,1886,3101,2966
1859,1979,3204,2696
2175,2093,3312,2405
1887,2226,3396,2133
2022,2383,3420,1957
2226,2561,3377,1861
1772,2742,3272,1820
1945,2916,3118,1820
1466,3071,2911,1871
1387,3213,2667,1956
1370,3337,2399,2066
1736,3438,2130,2197
1729,3494,1932,2350
1833,3509,1815,2526
1905,3458,1755,2705
1825,3351,1741,2871
2037,3195,1774,3008
2558,2987,1844,3126
1965,2744,1942,3235
2512,2476,2062,3342
2319,2201,2201,3430
2752,1991,2366,3472
2462,1870,2552,3453
2176,1813,2737,3380
2360,1806,2912,3241
2053,1848,3069,3044
1820,1925,3209,2799
2205,2030,3321,2520
2001,2155,3399,2237
1930,2305,3425,2013
1779,2481,3400,1879
2371,2667,3322,1811
2525,2828,3192,1803
2489,2962,3014,1842
2462,3078,2796,1919
2127,3186,2548,2025
2046,3296,2286,2153
2495,3397,2038,2306
2473,3454,1881,2478
2198,3452,1785,2662
1977,3372,1764,2845
1599,3230,1795,3011
2133,3029,1865,3162
1842,2783,1970,3292
1988,2510,2095,3407
1838,2231,2239,3498
2021,2008,2410,3551
1956,1875,2598,3547
1648,1804,2771,3479
1974,1793,2918,3340
1859,1823,3026,3139
1939,1893,3146,2883
2064,1993,3262,2597
1946,2114,3361,2303
2052,2260,3420,2060
2304,2430,3422,1911
2247,2617,3361,1835
2132,2803,3216,1809
2281,2972,3053,1836
1856,3122,2819,1905
2876,3255,2552,2007
1977,3374,2273,2132
1968,3466,2028,2281
2237,3516,1871,2453
2366,3511,1784,2639
2299,3440,1749,2814
1835,3309,1757,2961
1902,3116,1810,3084
2205,2875,1902,3196
1819,2605,2018,3305
1778,2323,2154,3406
1710,2076,2316,3475
1812,1920,2500,3489
1503,1840,2694,3440
1651,1815,2872,3321
2038,1842,3042,3134
2106,1912,3178,2891
1816,2012,3298,2613
1824,2138,3386,2321
2166,2287,3427,2074
2421,2462,3418,1917
2191,2651,3355,1842
1991,2819,3239,1819
1363,2950,3070,1849
2273,3065,2855,1923
2646,3173,2609,2036
2141,3282,2346,2153
1869,3385,2088,2301
1970,3451,1909,2475
2460,3455,1813,2663
1612,3390,1783,2848
2335,3249,1809,3013
1889,3050,1880,3161
2355,2804,1986,3294
1941,2529,2101,3408
2613,2245,2263,3499
2336,2021,2440,3548
1911,1893,2628,3540
2347,1825,2795,3472
1417,1823,2925,3326
1826,1858,3036,3121
1991,1933,3145,2865
1207,2034,3259,2575
1854,2171,3358,2281
1567,2320,3523,2052
1771,2504,3401,1922
1762,2696,3325,1860
1527,2864,3188,1852
1826,3049,2991,1895
2335,3182,2749,1978
1708,3310,2478,2092
2395,3422,2200,2226
1868,3501,1982,2384
1742,3524,1854,2565
1972,3486,1791,2744
1851,3385,1774,2901
2165,3231,1800,2954
2149,3020,1870,3138
2771,2768,1972,3241
2112,2493,2094,3347
2474,2211,2232,3434
2004,2008,2409,3468
2372,1898,2596,3439
2497,1848,2779,3347
2111,1848,2951,3197
2411,1897,3104,2988
2381,1984,3239,2730
2042,2097,3346,2438
2652,2231,3405,2166
2168,2396,3409,1989
1611,2578,3353,1886
2032,2756,3248,1843
1944,2902,3098,1857
2735,3023,2908,1918
1950,3133,2683,2008
1917,3242,2433,2127
2401,3346,2169,2265
2271,3417,1960,2427
1928,3421,1848,2615
1783,3368,1802,2791
2369,3248,1816,2965
2592,3079,1878,3118
2148,2866,1973,3256
2075,2612,2096,3377
2307,2336,2239,3475
1868,2084,2408,3527
1610,1937,2594,3517
1695,1868,2763,3440
2024,1856,2893,3303
2577,1901,2994,3118
1990,1979,3085,2889
1926,2083,3190,2622
2458,2210,3300,2335
2772,2356,3366,2087
2435,2530,3360,1946
2485,2712,3278,1879
2256,2881,3139,1864
2476,3050,2947,1905
2304,3193,2718,1986
1964,3321,2460,2092
1795,3431,2188,2225
1213,3505,1972,2378
2069,3524,1848,2553
1887,3472,1792,2727
2109,3361,1784,2882
2127,3200,1812,3004
1862,2992,1904,3097
2493,2745,2001,3185
1827,2473,2139,3284
1966,2194,2290,3386
2068,2000,2463,3435
2018,1903,2648,3414
2158,1863,2828,3324
2230,1880,2995,3171
2303,1942,3144,2970
2210,2037,3278,2724
1929,2157,3393,2449
2076,2300,3476,2171
2153,2466,3493,1983
2156,2663,3439,1887
2226,2810,3323,1850
2352,2945,3159,1868
1931,3042,2926,1929
2265,3123,2726,2025
1561,3208,2479,2143
1456,3306,2162,2288
1801,3404,2055,2452
1851,3432,1929,2630
2164,3387,1816,2811
1312,3267,1831,2981
1654,3094,1893,3134
1818,2877,1988,3269
2029,2623,2107,3389
1693,2343,2249,3493
1606,2089,2416,3567
1824,1934,2591,3575
2119,1858,2757,3511
2483,1834,2898,3383
1993,1860,3004,3201
1612,1927,3089,2975
1641,2027,3170,2714
1752,2147,3270,2427
2482,2292,3370,2155
1635,2454,3406,1980
1840,2646,3360,1892
1993,2809,3244,1856
1756,2976,3073,1870
2381,3128,2857,1930
1571,3263,2609,2025
2106,3383,2340,2143
2227,3484,2082,2287
2047,3544,1907,2450
2118,3540,1812,2624
1998,3469,1773,2790
2591,3340,1772,2938
2331,3163,1815,3057
1857,2944,1897,3151
2193,2692,2007,3237
1809,2416,2137,3336
1782,2145,2295,3430
2160,1969,2460,3466
2321,1877,2644,3430
2261,1841,2822,3327
1558,1858,2989,3167
1749,1923,3139,2958
2064,2019,3272,2709
1913,2137,3388,2432
1905,2281,3472,2158
1884,2445,3491,1971
2042,2623,3442,1874
1512,2791,3331,1832
1791,2930,3172,1842
1689,3038,2973,1896
1953,3124,2743,1985
2325,3210,2488,2100
2387,3309,2221,2234
2687,3405,1995,2387
1618,3448,1862,2560
2177,3415,1800,2740
1988,3310,1798,2915
2136,3147,1844,3073
2179,2935,1929,3216
1272,2672,2041,3342
1567,2413,2171,3452
2236,2146,2325,3540
1691,1958,2497,3577
1740,1857,2673,3546
1723,1802,2831,3446
1742,1816,2954,3289
2020,1863,3051,3078
2044,1947,3139,2828
1869,2050,3239,2549
1665,2176,3346,2259
2157,2321,3411,2035
2722,2491,3404,1905
2419,2671,3322,1844
2565,2848,3180,1835
2368,3013,2987,1873
2368,3160,2755,1948
2182,3291,2497,2049
2227,3406,2225,2171
2205,3494,1993,2311
1998,3534,1849,2475
1378,3512,1770,2653
1857,3426,1742,2820
2420,3286,1755,2964
1952,3098,1811,3080
2347,2872,1904,3178
2651,2612,2006,3280
2941,2335,2135,3383
2667,2082,2283,3458
2194,1922,2456,3475
2283,1840,2639,3423
2501,1810,2818,3312
2753,1830,2984,3141
2023,1891,3135,2922
2210,1983,3266,2661
1658,2097,3372,2380
1598,2232,3431,2113
1716,2392,3434,1940
1871,2572,3380,1845
1973,2748,3272,1809
1848,2897,3118,1827
1657,3016,2924,1883
1866,3121,2697,1972
1817,3226,2445,2085
1833,3334,2183,2219
1830,3423,1965,2375
2244,3454,1836,2551
2114,3418,1775,2734
2238,3315,1775,2910
1881,3154,1821,3070
2081,2945,1902,3212
2737,2695,2011,3338
2498,2424,2141,3446
1878,2152,2293,3525
1804,1959,2468,3554
2028,1850,2650,3523
2641,1801,2813,3428
1954,1805,2943,3269
2028,1845,3052,3057
2098,1934,3162,2797
2247,2040,3276,2512
2130,2165,3372,2224
2428,2315,3417,2011
2075,2490,3399,1887
2250,2673,3318,1825
2441,2852,3175,1815
2726,3017,2979,1858
2462,3164,2738,1935
1809,3294,2470,2040
1748,3406,2196,2168
2262,3488,1975,2317
1970,3523,1837,2489
2321,3499,1763,2672
1855,3415,1743,2841
2141,3273,1752,2983
2056,3071,1812,3102
1941,2825,1904,3213
1905,2553,2020,3323
2083,2271,2156,3421
1443,2036,2314,3481
2128,1893,2495,3487
2165,1821,2683,3428
1834,1794,2860,3304
2068,1817,3022,3112
1500,1882,3166,2870
2130,1978,3286,2591
1951,2096,3367,2301
2196,2240,3404,2058
2112,2410,3393,1902
1620,2596,3332,1826
1512,2773,3222,1799
2154,2923,3060,1822
1828,3052,2851,1887
1429,3168,2609,1989
1426,3282,2350,2113
1919,3387,2094,2261
2488,3453,1910,2434
2158,3462,1809,2623
1827,3405,1770,2807
2030,3279,1789,2977
2251,3092,1856,3130
1879,2858,1957,3265
1833,2592,2086,3384
1995,2311,2236,3483
2137,2068,2414,3546
2002,1918,2602,3552
1992,1846,2771,3497
2116,1813,2907,3370
1828,1841,3018,3177
2390,1911,3130,2927
2537,2008,3247,2644
2298,2128,3352,2348
2176,2272,3411,2094
2266,2439,3411,1936
2342,2623,3347,1853
1984,2805,3218,1823
1666,2974,3029,1846
1774,3125,2792,1914
1762,3260,2522,2014
2019,3375,2243,2137
1960,3459,2010,2281
1336,3497,1858,2448
1195,3477,1779,2632
1672,3399,1749,2807
2062,3262,1761,2957
1767,3066,1820,3084
1468,2825,1912,3202
1388,2558,2026,3315
1855,2278,2159,3409
2390,2042,2317,3464
2179,1900,2499,3462
1960,1827,2687,3402
1979,1808,2864,3277
2165,1840,3026,3092
2306,1910,3169,2855
2591,2009,3286,2584
2448,2131,3363,2299
2042,2281,3392,2055
2037,2458,3370,1912
1937,2645,3297,1843
2225,2809,3174,1833
1855,2941,3003,1875
1877,3053,2792,1957
2171,3163,2550,2069
1585,3276,2291,2202
1977,3377,2044,2358
2018,3428,1887,2539
2201,3410,1810,2726
2013,3326,1797,2905
1550,3179,1837,3065
1864,2978,1917,3208
1768,2735,2027,3335
1670,2463,2161,3443
2297,2188,2317,3520
2184,1996,2500,3542
1698,1888,2681,3498
2004,1852,2830,3387
2189,1869,2946,3218
2238,1930,3046,2997
1894,2022,3151,2735
1556,2137,3266,2447
2300,2273,3355,2168
1728,2436,3379,1987
1816,2619,3332,1894
2510,2799,3221,1856
2506,2969,3055,1869
2546,3122,2839,1927
2533,3257,2590,2018
2328,3376,2319,2134
2603,3469,2064,2271
2094,3514,1895,2433
2311,3496,1805,2613
2255,3415,1769,2787
2257,3285,1773,2939
2232,3105,1822,3065
2533,2882,1903,3172
1734,2625,2012,3275
1562,2345,2143,3374
1587,2092,2294,3445
1599,1941,2473,3448
1632,1866,2659,3386
1771,1841,2838,3269
1989,1869,3002,3095
1779,1941,3150,2882
1964,2045,3280,2611
1535,2171,3377,2332
1700,2321,3420,2081
2282,2499,3400,1937
2416,2679,3321,1869
2608,2835,3192,1861
2217,2956,3023,1903
1976,3055,2818,1983
1582,3147,2584,2095
1474,3252,2327,2226
2045,3357,2073,2382
1827,3414,1912,2560
1717,3399,1834,2743
1921,3315,1815,2919
1897,3170,1855,3078
2151,2978,1931,3221
2096,2744,2040,3345
2829,2478,2173,3456
1910,2198,2327,3536
